goal,target,indicator,series,seriesDescription,seriesCount,geoAreaCode,geoAreaName,timePeriodStart,value,valueType,time_detail,timeCoverage,upperBound,lowerBound,basePeriod,source,geoInfoUrl,footnotes,attributes,dimensions
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,39,Southern Europe,2022,1224688.497,Float,,,,,,Food Waste Index Report 2024,,[''],"{'Nature': 'N', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'RTL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,39,Southern Europe,2022,2179503.132,Float,,,,,,Food Waste Index Report 2024,,[''],"{'Nature': 'N', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'OOHC'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,39,Southern Europe,2022,13274796.18,Float,,,,,,Food Waste Index Report 2024,,[''],"{'Nature': 'N', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'HHS'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,39,Southern Europe,2022,16678987.81,Float,,,,,,Food Waste Index Report 2024,,[''],"{'Nature': 'N', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,724,Spain,2019,598759.6075,Float,,,,,,Food Waste Index Report / WESR,,['Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'RTL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,724,Spain,2019,1195079.512,Float,,,,,,Food Waste Index Report / WESR,,['Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'OOHC'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,724,Spain,2019,5407793.247,Float,,,,,,Food Waste Index Report / WESR,,['Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,724,Spain,2019,3613954.127,Float,,,,,,Food Waste Index Report / WESR,,['Medium Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'HHS'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,724,Spain,2020,1434726,Float,,,,,,Eurostat,,['The Japan estimates are scheduled for late spring or early summer of 2023.'],"{'Nature': 'C', 'Units': 'TONNES', 'Observation Status': 'D'}","{'Reporting Type': 'G', 'Food Waste Sector': 'HHS'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,724,Spain,2020,213023,Float,,,,,,Eurostat,,"['Since there is no public breakdown of the amount of household food waste recycled, it is classified among others.']","{'Nature': 'C', 'Units': 'TONNES', 'Observation Status': 'E'}","{'Reporting Type': 'G', 'Food Waste Sector': 'OOHC'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,724,Spain,2020,1995968,Float,,,,,,Eurostat,,['The Japan estimates are scheduled for late spring or early summer of 2023.'],"{'Nature': 'C', 'Units': 'TONNES', 'Observation Status': 'D'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,724,Spain,2020,348219,Float,,,,,,Eurostat,,"['Since there is no public breakdown of the amount of household food waste recycled, it is classified among others.']","{'Nature': 'C', 'Units': 'TONNES', 'Observation Status': 'E'}","{'Reporting Type': 'G', 'Food Waste Sector': 'RTL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,724,Spain,2022,332920,Float,,,,,,Food Waste Index Report / WESR,,[''],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'RTL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,724,Spain,2022,190240,Float,,,,,,Food Waste Index Report / WESR,,[''],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'OOHC'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,724,Spain,2022,3418432.224,Float,,,,,,Food Waste Index Report / WESR,,[''],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,724,Spain,2022,2895272.224,Float,,,,,,Food Waste Index Report / WESR,,[''],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'HHS'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,144,Sri Lanka,2019,589559.2476,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'OOHC'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,144,Sri Lanka,2019,333507.5425,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'RTL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,144,Sri Lanka,2019,1617737.688,Float,,,,,,Food Waste Index Report / WESR,,['Medium Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'HHS'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,144,Sri Lanka,2019,2540804.478,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,144,Sri Lanka,2022,2576572.621,Float,,,,,,Food Waste Index Report / WESR,,['Medium Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,144,Sri Lanka,2022,211268.0699,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'RTL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,144,Sri Lanka,2022,1656148.498,Float,,,,,,Food Waste Index Report / WESR,,['Medium Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'HHS'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,144,Sri Lanka,2022,709156.0522,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'OOHC'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2005,728060,Float,,,,,,Palestinian Central Bureau of Statistics,,"['The amount of waste for the years before 2022 refers to organic waste which includes food waste, papers and garden wastes.  This amount is calculated based on estimations depending on the per capita production of waste (1 kg/cap/day for the west bank, and 0.75 kg/c/day for gaza strip). ']","{'Nature': 'C', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2006,749890,Float,,,,,,Palestinian Central Bureau of Statistics,,"['The amount of waste for the years before 2022 refers to organic waste which includes food waste, papers and garden wastes.  This amount is calculated based on estimations depending on the per capita production of waste (1 kg/cap/day for the west bank, and 0.75 kg/c/day for gaza strip). ']","{'Nature': 'C', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2007,772310,Float,,,,,,Palestinian Central Bureau of Statistics,,"['The amount of waste for the years before 2022 refers to organic waste which includes food waste, papers and garden wastes.  This amount is calculated based on estimations depending on the per capita production of waste (1 kg/cap/day for the west bank, and 0.75 kg/c/day for gaza strip). ']","{'Nature': 'C', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2008,795320,Float,,,,,,Palestinian Central Bureau of Statistics,,"['The amount of waste for the years before 2022 refers to organic waste which includes food waste, papers and garden wastes.  This amount is calculated based on estimations depending on the per capita production of waste (1 kg/cap/day for the west bank, and 0.75 kg/c/day for gaza strip). ']","{'Nature': 'C', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2009,817150,Float,,,,,,Palestinian Central Bureau of Statistics,,"['The amount of waste for the years before 2022 refers to organic waste which includes food waste, papers and garden wastes.  This amount is calculated based on estimations depending on the per capita production of waste (1 kg/cap/day for the west bank, and 0.75 kg/c/day for gaza strip). ']","{'Nature': 'C', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2010,841340,Float,,,,,,Palestinian Central Bureau of Statistics,,"['The amount of waste for the years before 2022 refers to organic waste which includes food waste, papers and garden wastes.  This amount is calculated based on estimations depending on the per capita production of waste (1 kg/cap/day for the west bank, and 0.75 kg/c/day for gaza strip). ']","{'Nature': 'C', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2011,866120,Float,,,,,,Palestinian Central Bureau of Statistics,,"['The amount of waste for the years before 2022 refers to organic waste which includes food waste, papers and garden wastes.  This amount is calculated based on estimations depending on the per capita production of waste (1 kg/cap/day for the west bank, and 0.75 kg/c/day for gaza strip). ']","{'Nature': 'C', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2012,892670,Float,,,,,,Palestinian Central Bureau of Statistics,,"['The amount of waste for the years before 2022 refers to organic waste which includes food waste, papers and garden wastes.  This amount is calculated based on estimations depending on the per capita production of waste (1 kg/cap/day for the west bank, and 0.75 kg/c/day for gaza strip). ']","{'Nature': 'C', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2013,919102,Float,,,,,,Palestinian Central Bureau of Statistics,,"['The amount of waste for the years before 2022 refers to organic waste which includes food waste, papers and garden wastes.  This amount is calculated based on estimations depending on the per capita production of waste (1 kg/cap/day for the west bank, and 0.75 kg/c/day for gaza strip). ']","{'Nature': 'C', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2014,946301,Float,,,,,,Palestinian Central Bureau of Statistics,,"['The amount of waste for the years before 2022 refers to organic waste which includes food waste, papers and garden wastes.  This amount is calculated based on estimations depending on the per capita production of waste (1 kg/cap/day for the west bank, and 0.75 kg/c/day for gaza strip). ']","{'Nature': 'C', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2015,974031,Float,,,,,,Palestinian Central Bureau of Statistics,,"['The amount of waste for the years before 2022 refers to organic waste which includes food waste, papers and garden wastes.  This amount is calculated based on estimations depending on the per capita production of waste (1 kg/cap/day for the west bank, and 0.75 kg/c/day for gaza strip). ']","{'Nature': 'C', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2016,1002174,Float,,,,,,Palestinian Central Bureau of Statistics,,"['The amount of waste for the years before 2022 refers to organic waste which includes food waste, papers and garden wastes.  This amount is calculated based on estimations depending on the per capita production of waste (1 kg/cap/day for the west bank, and 0.75 kg/c/day for gaza strip). ']","{'Nature': 'C', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2017,944000,Float,,,,,,Palestinian Central Bureau of Statistics,,"['The amount of waste for the years before 2022 refers to organic waste which includes food waste, papers and garden wastes.  This amount is calculated based on estimations depending on the per capita production of waste (1 kg/cap/day for the west bank, and 0.75 kg/c/day for gaza strip). ']","{'Nature': 'C', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2018,1050200,Float,,,,,,Palestinian Central Bureau of Statistics,,"['The amount of waste for the years before 2022 refers to organic waste which includes food waste, papers and garden wastes.  This amount is calculated based on estimations depending on the per capita production of waste (1 kg/cap/day for the west bank, and 0.75 kg/c/day for gaza strip). ']","{'Nature': 'C', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2019,924000,Float,,,,,,Palestinian Central Bureau of Statistics,,"['The amount of waste for the years before 2022 refers to organic waste which includes food waste, papers and garden wastes.  This amount is calculated based on estimations depending on the per capita production of waste (1 kg/cap/day for the west bank, and 0.75 kg/c/day for gaza strip). ']","{'Nature': 'C', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2019,501601.8041,Float,,,,,,Food Waste Index Report / WESR,,['Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'HHS'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2019,77910.23472,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'RTL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2019,137726.1187,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'OOHC'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2020,960500,Float,,,,,,Palestinian Central Bureau of Statistics,,"['The amount of waste for the years before 2022 refers to organic waste which includes food waste, papers and garden wastes.  This amount is calculated based on estimations depending on the per capita production of waste (1 kg/cap/day for the west bank, and 0.75 kg/c/day for gaza strip). ']","{'Nature': 'C', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2021,998500,Float,,,,,,Palestinian Central Bureau of Statistics,,"['The amount of waste for the years before 2022 refers to organic waste which includes food waste, papers and garden wastes.  This amount is calculated based on estimations depending on the per capita production of waste (1 kg/cap/day for the west bank, and 0.75 kg/c/day for gaza strip). ']","{'Nature': 'C', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2022,534862.5529,Float,,,,,,Food Waste Index Report / WESR,,['Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'HHS'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2022,165183.9753,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'RTL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2022,394565,Float,,,,,,Palestinian Central Bureau of Statistics,,['For the year 2022 the figure refers to food waste'],"{'Nature': 'C', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,275,State of Palestine,2022,154359.9459,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'OOHC'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,202,Sub-Saharan Africa,2019,16409032.25,Float,,,,,,Food Waste Index Report 2021,,[''],"{'Nature': 'N', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'RTL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,202,Sub-Saharan Africa,2019,29629195.08,Float,,,,,,Food Waste Index Report 2021,,[''],"{'Nature': 'N', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'OOHC'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,202,Sub-Saharan Africa,2019,121812969.8,Float,,,,,,Food Waste Index Report 2021,,[''],"{'Nature': 'N', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'HHS'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,202,Sub-Saharan Africa,2019,167851197.1,Float,,,,,,Food Waste Index Report 2021,,[''],"{'Nature': 'N', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,202,Sub-Saharan Africa,2022,154442731.7,Float,,,,,,Food Waste Index Report 2024,,[''],"{'Nature': 'N', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,202,Sub-Saharan Africa,2022,11747242.26,Float,,,,,,Food Waste Index Report 2024,,[''],"{'Nature': 'N', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'RTL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,202,Sub-Saharan Africa,2022,106391520,Float,,,,,,Food Waste Index Report 2024,,[''],"{'Nature': 'N', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'HHS'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,202,Sub-Saharan Africa,2022,36303969.45,Float,,,,,,Food Waste Index Report 2024,,[''],"{'Nature': 'N', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'OOHC'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,729,Sudan,2019,6015706.446,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,729,Sudan,2019,1183702.546,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'OOHC'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,729,Sudan,2019,4162395.665,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'HHS'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,729,Sudan,2019,669608.2349,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'RTL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,729,Sudan,2022,1459411.698,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'OOHC'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,729,Sudan,2022,453602.1273,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'RTL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,729,Sudan,2022,5414526.936,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'HHS'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,729,Sudan,2022,7327540.761,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,740,Suriname,2019,67279.87887,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,740,Suriname,2019,42112.05941,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'HHS'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,740,Suriname,2019,16074.59055,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'OOHC'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,740,Suriname,2019,9093.22891,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'RTL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,740,Suriname,2022,29479.11874,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'OOHC'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,740,Suriname,2022,11783.1657,Float,,,,,,Food Waste Index Report / WESR,,['Very Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'RTL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,740,Suriname,2022,56629.63145,Float,,,,,,Food Waste Index Report / WESR,,['Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'HHS'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,740,Suriname,2022,97891.91589,Float,,,,,,Food Waste Index Report / WESR,,['Low Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'ALL'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,752,Sweden,2019,205746.2,Float,,,,,,Food Waste Index Report / WESR,,['High Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'OOHC'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,752,Sweden,2019,812948.4,Float,,,,,,Food Waste Index Report / WESR,,['High Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'HHS'}"
['12'],['12.3'],['12.3.1'],AG_FOOD_WST,Food waste (Tonnes),2363,752,Sweden,2019,100364,Float,,,,,,Food Waste Index Report / WESR,,['High Confidence'],"{'Nature': 'E', 'Units': 'TONNES', 'Observation Status': 'A'}","{'Reporting Type': 'G', 'Food Waste Sector': 'RTL'}"
